pname,pvalue,type,id
north,7,int,37
rrctols,0,float,37
stoptol,1.00E-10,float,37
thickfact,9.74E-06,float,37
backflag,1,int,38
backreduce,0.8,float,38
backtol,1.4,float,38
dbdgamma,0,float,38
dbdkappa,1.00E-05,float,38
dbdtheta,0.938022602,float,38
epsrn,0.024076242,float,38
fluxtol,200000,float,38
hclosexmd,0.07277447,float,38
headtol,0.35,float,38
iacl,1,int,38
ibotav,1,int,38
idroptol,1,int,38
ilumethod,2,int,38
iprnwt,1,int,38
iredsys,0,int,38
level,7,int,38
levfill,5,int,38
linmeth,2,int,38
maxbackiter,50,int,38
maxiterout,100,int,38
maxitinner,50,int,38
momfact,0.1,float,38
msdr,15,int,38
mxiterxmd,20,int,38
norder,0,int,38
north,7,int,38
rrctols,0,float,38
stoptol,1.00E-10,float,38
thickfact,5.66E-06,float,38
backflag,1,int,39
backreduce,0.8,float,39
backtol,1.4,float,39
dbdgamma,0,float,39
dbdkappa,1.00E-05,float,39
dbdtheta,0.994595712,float,39
epsrn,0.044246755,float,39
fluxtol,200000,float,39
hclosexmd,0.086495161,float,39
headtol,0.35,float,39
iacl,1,int,39
ibotav,1,int,39
idroptol,1,int,39
ilumethod,2,int,39
iprnwt,1,int,39
iredsys,0,int,39
level,7,int,39
levfill,5,int,39
linmeth,2,int,39
maxbackiter,50,int,39
maxiterout,100,int,39
maxitinner,50,int,39
momfact,0.1,float,39
msdr,15,int,39
mxiterxmd,20,int,39
norder,0,int,39
north,7,int,39
rrctols,0,float,39
stoptol,1.00E-10,float,39
thickfact,2.88E-06,float,39
backflag,1,int,40
backreduce,0.8,float,40
backtol,1.4,float,40
dbdgamma,0,float,40
dbdkappa,1.00E-05,float,40
dbdtheta,0.871654921,float,40
epsrn,0.01400558,float,40
fluxtol,200000,float,40
hclosexmd,0.048823924,float,40
headtol,0.35,float,40
iacl,1,int,40
ibotav,1,int,40
idroptol,1,int,40
ilumethod,2,int,40
iprnwt,1,int,40
iredsys,0,int,40
level,7,int,40
levfill,5,int,40
linmeth,2,int,40
maxbackiter,50,int,40
maxiterout,100,int,40
maxitinner,50,int,40
momfact,0.1,float,40
msdr,15,int,40
mxiterxmd,20,int,40
norder,0,int,40
north,7,int,40
rrctols,0,float,40
stoptol,1.00E-10,float,40
thickfact,9.12E-06,float,40
backflag,1,int,41
backreduce,0.8,float,41
backtol,1.4,float,41
dbdgamma,0,float,41
dbdkappa,1.00E-05,float,41
dbdtheta,0.642380351,float,41
epsrn,0.019287963,float,41
fluxtol,200000,float,41
hclosexmd,0.005176133,float,41
headtol,0.35,float,41
iacl,1,int,41
ibotav,1,int,41
idroptol,1,int,41
ilumethod,2,int,41
iprnwt,1,int,41
iredsys,0,int,41
level,7,int,41
levfill,5,int,41
linmeth,2,int,41
maxbackiter,50,int,41
maxiterout,100,int,41
maxitinner,50,int,41
momfact,0.1,float,41
msdr,15,int,41
mxiterxmd,20,int,41
norder,0,int,41
north,7,int,41
rrctols,0,float,41
stoptol,1.00E-10,float,41
thickfact,5.21E-06,float,41
backflag,1,int,42
backreduce,0.8,float,42
backtol,1.4,float,42
dbdgamma,0,float,42
dbdkappa,1.00E-05,float,42
dbdtheta,0.708147572,float,42
epsrn,0.024450489,float,42
fluxtol,200000,float,42
hclosexmd,0.029748279,float,42
headtol,0.35,float,42
iacl,1,int,42
ibotav,1,int,42
idroptol,1,int,42
ilumethod,2,int,42
iprnwt,1,int,42
iredsys,0,int,42
level,7,int,42
levfill,5,int,42
linmeth,2,int,42
maxbackiter,50,int,42
maxiterout,100,int,42
maxitinner,50,int,42
momfact,0.1,float,42
msdr,15,int,42
mxiterxmd,20,int,42
norder,0,int,42
north,7,int,42
rrctols,0,float,42
stoptol,1.00E-10,float,42
thickfact,9.65E-06,float,42
backflag,1,int,43
backreduce,0.8,float,43
backtol,1.4,float,43
dbdgamma,0,float,43
dbdkappa,1.00E-05,float,43
dbdtheta,0.77303877,float,43
epsrn,0.041675467,float,43
fluxtol,200000,float,43
hclosexmd,0.015469235,float,43
headtol,0.35,float,43
iacl,1,int,43
ibotav,1,int,43
idroptol,1,int,43
ilumethod,2,int,43
iprnwt,1,int,43
iredsys,0,int,43
level,7,int,43
levfill,5,int,43
linmeth,2,int,43
maxbackiter,50,int,43
maxiterout,100,int,43
maxitinner,50,int,43
momfact,0.1,float,43
msdr,15,int,43
mxiterxmd,20,int,43
norder,0,int,43
north,7,int,43
rrctols,0,float,43
stoptol,1.00E-10,float,43
thickfact,8.25E-06,float,43
backflag,1,int,44
backreduce,0.8,float,44
backtol,1.4,float,44
dbdgamma,0,float,44
dbdkappa,1.00E-05,float,44
dbdtheta,0.823989894,float,44
epsrn,0.039507306,float,44
fluxtol,200000,float,44
hclosexmd,0.08953279,float,44
headtol,0.35,float,44
iacl,1,int,44
ibotav,1,int,44
idroptol,1,int,44
ilumethod,2,int,44
iprnwt,1,int,44
iredsys,0,int,44
level,7,int,44
levfill,5,int,44
linmeth,2,int,44
maxbackiter,50,int,44
maxiterout,100,int,44
maxitinner,50,int,44
momfact,0.1,float,44
msdr,15,int,44
mxiterxmd,20,int,44
norder,0,int,44
north,7,int,44
rrctols,0,float,44
stoptol,1.00E-10,float,44
thickfact,6.19E-06,float,44
backflag,1,int,45
backreduce,0.8,float,45
backtol,1.4,float,45
dbdgamma,0,float,45
dbdkappa,1.00E-05,float,45
dbdtheta,0.817165804,float,45
epsrn,0.037296965,float,45
fluxtol,200000,float,45
hclosexmd,0.034136807,float,45
headtol,0.35,float,45
iacl,1,int,45
ibotav,1,int,45
idroptol,1,int,45
ilumethod,2,int,45
iprnwt,1,int,45
iredsys,0,int,45
level,7,int,45
levfill,5,int,45
linmeth,2,int,45
maxbackiter,50,int,45
maxiterout,100,int,45
maxitinner,50,int,45
momfact,0.1,float,45
msdr,15,int,45
mxiterxmd,20,int,45
norder,0,int,45
north,7,int,45
rrctols,0,float,45
stoptol,1.00E-10,float,45
thickfact,6.80E-06,float,45
backflag,1,int,46
backreduce,0.8,float,46
backtol,1.4,float,46
dbdgamma,0,float,46
dbdkappa,1.00E-05,float,46
dbdtheta,0.850309236,float,46
epsrn,0.011668557,float,46
fluxtol,200000,float,46
hclosexmd,0.024428029,float,46
headtol,0.35,float,46
iacl,1,int,46
ibotav,1,int,46
idroptol,1,int,46
ilumethod,2,int,46
iprnwt,1,int,46
iredsys,0,int,46
level,7,int,46
levfill,5,int,46
linmeth,2,int,46
maxbackiter,50,int,46
maxiterout,100,int,46
maxitinner,50,int,46
momfact,0.1,float,46
msdr,15,int,46
mxiterxmd,20,int,46
norder,0,int,46
north,7,int,46
rrctols,0,float,46
stoptol,1.00E-10,float,46
thickfact,9.28E-06,float,46
backflag,1,int,47
backreduce,0.8,float,47
backtol,1.4,float,47
dbdgamma,0,float,47
dbdkappa,1.00E-05,float,47
dbdtheta,0.95078888,float,47
epsrn,0.026916126,float,47
fluxtol,200000,float,47
hclosexmd,0.00385144,float,47
headtol,0.35,float,47
iacl,1,int,47
ibotav,1,int,47
idroptol,1,int,47
ilumethod,2,int,47
iprnwt,1,int,47
iredsys,0,int,47
level,7,int,47
levfill,5,int,47
linmeth,2,int,47
maxbackiter,50,int,47
maxiterout,100,int,47
maxitinner,50,int,47
momfact,0.1,float,47
msdr,15,int,47
mxiterxmd,20,int,47
norder,0,int,47
north,7,int,47
rrctols,0,float,47
stoptol,1.00E-10,float,47
thickfact,4.59E-06,float,47
backflag,1,int,48
backreduce,0.8,float,48
backtol,1.4,float,48
dbdgamma,0,float,48
dbdkappa,1.00E-05,float,48
dbdtheta,0.931393791,float,48
epsrn,0.029029551,float,48
fluxtol,200000,float,48
hclosexmd,0.008351873,float,48
headtol,0.35,float,48
iacl,1,int,48
ibotav,1,int,48
idroptol,1,int,48
ilumethod,2,int,48
iprnwt,1,int,48
iredsys,0,int,48
level,7,int,48
levfill,5,int,48
linmeth,2,int,48
maxbackiter,50,int,48
maxiterout,100,int,48
maxitinner,50,int,48
momfact,0.1,float,48
msdr,15,int,48
mxiterxmd,20,int,48
norder,0,int,48
north,7,int,48
rrctols,0,float,48
stoptol,1.00E-10,float,48
thickfact,3.37E-06,float,48
backflag,1,int,49
backreduce,0.8,float,49
backtol,1.4,float,49
dbdgamma,0,float,49
dbdkappa,1.00E-05,float,49
dbdtheta,0.756503628,float,49
epsrn,0.040688691,float,49
fluxtol,200000,float,49
hclosexmd,0.073336526,float,49
headtol,0.35,float,49
iacl,1,int,49
ibotav,1,int,49
idroptol,1,int,49
ilumethod,2,int,49
iprnwt,1,int,49
iredsys,0,int,49
level,7,int,49
levfill,5,int,49
linmeth,2,int,49
maxbackiter,50,int,49
maxiterout,100,int,49
maxitinner,50,int,49
momfact,0.1,float,49
msdr,15,int,49
mxiterxmd,20,int,49
norder,0,int,49
north,7,int,49
rrctols,0,float,49
stoptol,1.00E-10,float,49
thickfact,3.91E-07,float,49
backflag,1,int,50
backreduce,0.8,float,50
backtol,1.4,float,50
dbdgamma,0,float,50
dbdkappa,1.00E-05,float,50
dbdtheta,0.827545283,float,50
epsrn,0.013569076,float,50
fluxtol,200000,float,50
hclosexmd,0.090078602,float,50
headtol,0.35,float,50
iacl,1,int,50
ibotav,1,int,50
idroptol,1,int,50
ilumethod,2,int,50
iprnwt,1,int,50
iredsys,0,int,50
level,7,int,50
levfill,5,int,50
linmeth,2,int,50
maxbackiter,50,int,50
maxiterout,100,int,50
maxitinner,50,int,50
momfact,0.1,float,50
msdr,15,int,50
mxiterxmd,20,int,50
norder,0,int,50
north,7,int,50
rrctols,0,float,50
stoptol,1.00E-10,float,50
thickfact,5.57E-06,float,50
backflag,1,int,51
backreduce,0.8,float,51
backtol,1.4,float,51
dbdgamma,0,float,51
dbdkappa,1.00E-05,float,51
dbdtheta,0.817454166,float,51
epsrn,0.035176679,float,51
fluxtol,200000,float,51
hclosexmd,0.098331122,float,51
headtol,0.35,float,51
iacl,1,int,51
ibotav,1,int,51
idroptol,1,int,51
ilumethod,2,int,51
iprnwt,1,int,51
iredsys,0,int,51
level,7,int,51
levfill,5,int,51
linmeth,2,int,51
maxbackiter,50,int,51
maxiterout,100,int,51
maxitinner,50,int,51
momfact,0.1,float,51
msdr,15,int,51
mxiterxmd,20,int,51
norder,0,int,51
north,7,int,51
rrctols,0,float,51
stoptol,1.00E-10,float,51
thickfact,5.54E-06,float,51
backflag,1,int,52
backreduce,0.8,float,52
backtol,1.4,float,52
dbdgamma,0,float,52
dbdkappa,1.00E-05,float,52
dbdtheta,0.992010238,float,52
epsrn,0.006086878,float,52
fluxtol,200000,float,52
hclosexmd,0.073311167,float,52
headtol,0.35,float,52
iacl,1,int,52
ibotav,1,int,52
idroptol,1,int,52
ilumethod,2,int,52
iprnwt,1,int,52
iredsys,0,int,52
level,7,int,52
levfill,5,int,52
linmeth,2,int,52
maxbackiter,50,int,52
maxiterout,100,int,52
maxitinner,50,int,52
momfact,0.1,float,52
msdr,15,int,52
mxiterxmd,20,int,52
norder,0,int,52
north,7,int,52
rrctols,0,float,52
stoptol,1.00E-10,float,52
thickfact,6.35E-06,float,52
backflag,1,int,53
backreduce,0.8,float,53
backtol,1.4,float,53
dbdgamma,0,float,53
dbdkappa,1.00E-05,float,53
dbdtheta,0.73426975,float,53
epsrn,0.036195316,float,53
fluxtol,200000,float,53
hclosexmd,0.080780571,float,53
headtol,0.35,float,53
iacl,1,int,53
ibotav,1,int,53
idroptol,1,int,53
ilumethod,2,int,53
iprnwt,1,int,53
iredsys,0,int,53
level,7,int,53
levfill,5,int,53
linmeth,2,int,53
maxbackiter,50,int,53
maxiterout,100,int,53
maxitinner,50,int,53
momfact,0.1,float,53
msdr,15,int,53
mxiterxmd,20,int,53
norder,0,int,53
north,7,int,53
rrctols,0,float,53
stoptol,1.00E-10,float,53
thickfact,7.16E-06,float,53
backflag,1,int,54
backreduce,0.8,float,54
backtol,1.4,float,54
dbdgamma,0,float,54
dbdkappa,1.00E-05,float,54
dbdtheta,0.61835636,float,54
epsrn,0.018825254,float,54
fluxtol,200000,float,54
hclosexmd,0.021555966,float,54
headtol,0.35,float,54
iacl,1,int,54
ibotav,1,int,54
idroptol,1,int,54
ilumethod,2,int,54
iprnwt,1,int,54
iredsys,0,int,54
level,7,int,54
levfill,5,int,54
linmeth,2,int,54
maxbackiter,50,int,54
maxiterout,100,int,54
maxitinner,50,int,54
momfact,0.1,float,54
msdr,15,int,54
mxiterxmd,20,int,54
norder,0,int,54
north,7,int,54
rrctols,0,float,54
stoptol,1.00E-10,float,54
thickfact,6.74E-07,float,54
backflag,1,int,55
backreduce,0.8,float,55
backtol,1.4,float,55
dbdgamma,0,float,55
dbdkappa,1.00E-05,float,55
dbdtheta,0.955291811,float,55
epsrn,0.004231772,float,55
fluxtol,200000,float,55
hclosexmd,0.099540648,float,55
headtol,0.35,float,55
iacl,1,int,55
ibotav,1,int,55
idroptol,1,int,55
ilumethod,2,int,55
iprnwt,1,int,55
iredsys,0,int,55
level,7,int,55
levfill,5,int,55
linmeth,2,int,55
maxbackiter,50,int,55
maxiterout,100,int,55
maxitinner,50,int,55
momfact,0.1,float,55
msdr,15,int,55
mxiterxmd,20,int,55
norder,0,int,55
north,7,int,55
rrctols,0,float,55
stoptol,1.00E-10,float,55
thickfact,1.62E-06,float,55
backflag,1,int,56
backreduce,0.8,float,56
backtol,1.4,float,56
dbdgamma,0,float,56
dbdkappa,1.00E-05,float,56
dbdtheta,0.74514132,float,56
epsrn,0.036356765,float,56
fluxtol,200000,float,56
hclosexmd,0.004063647,float,56
headtol,0.35,float,56
iacl,1,int,56
ibotav,1,int,56
idroptol,1,int,56
ilumethod,2,int,56
iprnwt,1,int,56
iredsys,0,int,56
level,7,int,56
levfill,5,int,56
linmeth,2,int,56
maxbackiter,50,int,56
maxiterout,100,int,56
maxitinner,50,int,56
momfact,0.1,float,56
msdr,15,int,56
mxiterxmd,20,int,56
norder,0,int,56
north,7,int,56
rrctols,0,float,56
stoptol,1.00E-10,float,56
thickfact,6.46E-06,float,56
backflag,1,int,57
backreduce,0.8,float,57
backtol,1.4,float,57
dbdgamma,0,float,57
dbdkappa,1.00E-05,float,57
dbdtheta,0.873683955,float,57
epsrn,0.016070122,float,57
fluxtol,200000,float,57
hclosexmd,0.015711575,float,57
headtol,0.35,float,57
iacl,1,int,57
ibotav,1,int,57
idroptol,1,int,57
ilumethod,2,int,57
iprnwt,1,int,57
iredsys,0,int,57
level,7,int,57
levfill,5,int,57
linmeth,2,int,57
maxbackiter,50,int,57
maxiterout,100,int,57
maxitinner,50,int,57
momfact,0.1,float,57
msdr,15,int,57
mxiterxmd,20,int,57
norder,0,int,57
north,7,int,57
rrctols,0,float,57
stoptol,1.00E-10,float,57
thickfact,7.64E-06,float,57
backflag,1,int,58
backreduce,0.8,float,58
backtol,1.4,float,58
dbdgamma,0,float,58
dbdkappa,1.00E-05,float,58
dbdtheta,0.770531054,float,58
epsrn,0.017323731,float,58
fluxtol,200000,float,58
hclosexmd,0.064702895,float,58
headtol,0.35,float,58
iacl,1,int,58
ibotav,1,int,58
idroptol,1,int,58
ilumethod,2,int,58
iprnwt,1,int,58
iredsys,0,int,58
level,7,int,58
levfill,5,int,58
linmeth,2,int,58
maxbackiter,50,int,58
maxiterout,100,int,58
maxitinner,50,int,58
momfact,0.1,float,58
msdr,15,int,58
mxiterxmd,20,int,58
norder,0,int,58
north,7,int,58
rrctols,0,float,58
stoptol,1.00E-10,float,58
thickfact,8.25E-06,float,58
backflag,1,int,59
backreduce,0.8,float,59
backtol,1.4,float,59
dbdgamma,0,float,59
dbdkappa,1.00E-05,float,59
dbdtheta,0.707067108,float,59
epsrn,0.016316447,float,59
fluxtol,200000,float,59
hclosexmd,0.011568571,float,59
headtol,0.35,float,59
iacl,1,int,59
ibotav,1,int,59
idroptol,1,int,59
ilumethod,2,int,59
iprnwt,1,int,59
iredsys,0,int,59
level,7,int,59
levfill,5,int,59
linmeth,2,int,59
maxbackiter,50,int,59
maxiterout,100,int,59
maxitinner,50,int,59
momfact,0.1,float,59
msdr,15,int,59
mxiterxmd,20,int,59
norder,0,int,59
north,7,int,59
rrctols,0,float,59
stoptol,1.00E-10,float,59
thickfact,4.40E-06,float,59
backflag,1,int,60
backreduce,0.8,float,60
backtol,1.4,float,60
dbdgamma,0,float,60
dbdkappa,1.00E-05,float,60
dbdtheta,0.815409503,float,60
epsrn,0.040532381,float,60
fluxtol,200000,float,60
hclosexmd,0.073854884,float,60
headtol,0.35,float,60
iacl,1,int,60
ibotav,1,int,60
idroptol,1,int,60
ilumethod,2,int,60
iprnwt,1,int,60
iredsys,0,int,60
level,7,int,60
levfill,5,int,60
linmeth,2,int,60
maxbackiter,50,int,60
maxiterout,100,int,60
maxitinner,50,int,60
momfact,0.1,float,60
msdr,15,int,60
mxiterxmd,20,int,60
norder,0,int,60
north,7,int,60
rrctols,0,float,60
stoptol,1.00E-10,float,60
thickfact,6.51E-06,float,60
backflag,1,int,61
backreduce,0.8,float,61
backtol,1.4,float,61
dbdgamma,0,float,61
dbdkappa,1.00E-05,float,61
dbdtheta,0.606220733,float,61
epsrn,0.002585938,float,61
fluxtol,200000,float,61
hclosexmd,0.079170518,float,61
headtol,0.35,float,61
iacl,1,int,61
ibotav,1,int,61
idroptol,1,int,61
ilumethod,2,int,61
iprnwt,1,int,61
iredsys,0,int,61
level,7,int,61
levfill,5,int,61
linmeth,2,int,61
maxbackiter,50,int,61
maxiterout,100,int,61
maxitinner,50,int,61
momfact,0.1,float,61
msdr,15,int,61
mxiterxmd,20,int,61
norder,0,int,61
north,7,int,61
rrctols,0,float,61
stoptol,1.00E-10,float,61
thickfact,8.90E-06,float,61
backflag,1,int,62
backreduce,0.8,float,62
backtol,1.4,float,62
dbdgamma,0,float,62
dbdkappa,1.00E-05,float,62
dbdtheta,0.926430658,float,62
epsrn,0.006843017,float,62
fluxtol,200000,float,62
hclosexmd,0.066437176,float,62
headtol,0.35,float,62
iacl,1,int,62
ibotav,1,int,62
idroptol,1,int,62
ilumethod,2,int,62
iprnwt,1,int,62
iredsys,0,int,62
level,7,int,62
levfill,5,int,62
linmeth,2,int,62
maxbackiter,50,int,62
maxiterout,100,int,62
maxitinner,50,int,62
momfact,0.1,float,62
msdr,15,int,62
mxiterxmd,20,int,62
norder,0,int,62
north,7,int,62
rrctols,0,float,62
stoptol,1.00E-10,float,62
thickfact,6.27E-06,float,62
backflag,1,int,63
backreduce,0.8,float,63
backtol,1.4,float,63
dbdgamma,0,float,63
dbdkappa,1.00E-05,float,63
dbdtheta,0.870129203,float,63
epsrn,0.047340793,float,63
fluxtol,200000,float,63
hclosexmd,0.008922706,float,63
headtol,0.35,float,63
iacl,1,int,63
ibotav,1,int,63
idroptol,1,int,63
ilumethod,2,int,63
iprnwt,1,int,63
iredsys,0,int,63
level,7,int,63
levfill,5,int,63
linmeth,2,int,63
maxbackiter,50,int,63
maxiterout,100,int,63
maxitinner,50,int,63
momfact,0.1,float,63
msdr,15,int,63
mxiterxmd,20,int,63
norder,0,int,63
north,7,int,63
rrctols,0,float,63
stoptol,1.00E-10,float,63
thickfact,2.27E-06,float,63
backflag,1,int,64
backreduce,0.8,float,64
backtol,1.4,float,64
dbdgamma,0,float,64
dbdkappa,1.00E-05,float,64
dbdtheta,0.905380751,float,64
epsrn,0.049150679,float,64
fluxtol,200000,float,64
hclosexmd,0.088484437,float,64
headtol,0.35,float,64
iacl,1,int,64
ibotav,1,int,64
idroptol,1,int,64
ilumethod,2,int,64
iprnwt,1,int,64
iredsys,0,int,64
level,7,int,64
levfill,5,int,64
linmeth,2,int,64
maxbackiter,50,int,64
maxiterout,100,int,64
maxitinner,50,int,64
momfact,0.1,float,64
msdr,15,int,64
mxiterxmd,20,int,64
norder,0,int,64
north,7,int,64
rrctols,0,float,64
stoptol,1.00E-10,float,64
thickfact,1.20E-06,float,64
backflag,1,int,65
backreduce,0.8,float,65
backtol,1.4,float,65
dbdgamma,0,float,65
dbdkappa,1.00E-05,float,65
dbdtheta,0.878536392,float,65
epsrn,0.016965323,float,65
fluxtol,200000,float,65
hclosexmd,0.047175094,float,65
headtol,0.35,float,65
iacl,1,int,65
ibotav,1,int,65
idroptol,1,int,65
ilumethod,2,int,65
iprnwt,1,int,65
iredsys,0,int,65
level,7,int,65
levfill,5,int,65
linmeth,2,int,65
maxbackiter,50,int,65
maxiterout,100,int,65
maxitinner,50,int,65
momfact,0.1,float,65
msdr,15,int,65
mxiterxmd,20,int,65
norder,0,int,65
north,7,int,65
rrctols,0,float,65
stoptol,1.00E-10,float,65
thickfact,9.27E-06,float,65
backflag,1,int,66
backreduce,0.8,float,66
backtol,1.4,float,66
dbdgamma,0,float,66
dbdkappa,1.00E-05,float,66
dbdtheta,0.968257177,float,66
epsrn,0.012623556,float,66
fluxtol,200000,float,66
hclosexmd,0.058642976,float,66
headtol,0.35,float,66
iacl,1,int,66
ibotav,1,int,66
idroptol,1,int,66
ilumethod,2,int,66
iprnwt,1,int,66
iredsys,0,int,66
level,7,int,66
levfill,5,int,66
linmeth,2,int,66
maxbackiter,50,int,66
maxiterout,100,int,66
maxitinner,50,int,66
momfact,0.1,float,66
msdr,15,int,66
mxiterxmd,20,int,66
norder,0,int,66
north,7,int,66
rrctols,0,float,66
stoptol,1.00E-10,float,66
thickfact,3.80E-06,float,66
backflag,1,int,67
backreduce,0.8,float,67
backtol,1.4,float,67
dbdgamma,0,float,67
dbdkappa,1.00E-05,float,67
dbdtheta,0.820936328,float,67
epsrn,0.002186688,float,67
fluxtol,200000,float,67
hclosexmd,0.022747481,float,67
headtol,0.35,float,67
iacl,1,int,67
ibotav,1,int,67
idroptol,1,int,67
ilumethod,2,int,67
iprnwt,1,int,67
iredsys,0,int,67
level,7,int,67
levfill,5,int,67
linmeth,2,int,67
maxbackiter,50,int,67
maxiterout,100,int,67
maxitinner,50,int,67
momfact,0.1,float,67
msdr,15,int,67
mxiterxmd,20,int,67
norder,0,int,67
north,7,int,67
rrctols,0,float,67
stoptol,1.00E-10,float,67
thickfact,3.31E-06,float,67
backflag,1,int,68
backreduce,0.8,float,68
backtol,1.4,float,68
dbdgamma,0,float,68
dbdkappa,1.00E-05,float,68
dbdtheta,0.872769823,float,68
epsrn,0.033975951,float,68
fluxtol,200000,float,68
hclosexmd,0.022124425,float,68
headtol,0.35,float,68
iacl,1,int,68
ibotav,1,int,68
idroptol,1,int,68
ilumethod,2,int,68
iprnwt,1,int,68
iredsys,0,int,68
level,7,int,68
levfill,5,int,68
linmeth,2,int,68
maxbackiter,50,int,68
maxiterout,100,int,68
maxitinner,50,int,68
momfact,0.1,float,68
msdr,15,int,68
mxiterxmd,20,int,68
norder,0,int,68
north,7,int,68
rrctols,0,float,68
stoptol,1.00E-10,float,68
thickfact,1.69E-06,float,68
backflag,1,int,69
backreduce,0.8,float,69
backtol,1.4,float,69
dbdgamma,0,float,69
dbdkappa,1.00E-05,float,69
dbdtheta,0.822151844,float,69
epsrn,0.033185427,float,69
fluxtol,200000,float,69
hclosexmd,0.073327763,float,69
headtol,0.35,float,69
iacl,1,int,69
ibotav,1,int,69
idroptol,1,int,69
ilumethod,2,int,69
iprnwt,1,int,69
iredsys,0,int,69
level,7,int,69
levfill,5,int,69
linmeth,2,int,69
maxbackiter,50,int,69
maxiterout,100,int,69
maxitinner,50,int,69
momfact,0.1,float,69
msdr,15,int,69
mxiterxmd,20,int,69
norder,0,int,69
north,7,int,69
rrctols,0,float,69
stoptol,1.00E-10,float,69
thickfact,6.44E-06,float,69
backflag,1,int,70
backreduce,0.8,float,70
backtol,1.4,float,70
dbdgamma,0,float,70
dbdkappa,1.00E-05,float,70
dbdtheta,0.934602195,float,70
epsrn,0.020319074,float,70
fluxtol,200000,float,70
hclosexmd,0.00540016,float,70
headtol,0.35,float,70
iacl,1,int,70
ibotav,1,int,70
idroptol,1,int,70
ilumethod,2,int,70
iprnwt,1,int,70
iredsys,0,int,70
level,7,int,70
levfill,5,int,70
linmeth,2,int,70
maxbackiter,50,int,70
maxiterout,100,int,70
maxitinner,50,int,70
momfact,0.1,float,70
msdr,15,int,70
mxiterxmd,20,int,70
norder,0,int,70
north,7,int,70
rrctols,0,float,70
stoptol,1.00E-10,float,70
thickfact,4.49E-06,float,70
backflag,1,int,71
backreduce,0.8,float,71
backtol,1.4,float,71
dbdgamma,0,float,71
dbdkappa,1.00E-05,float,71
dbdtheta,0.792679434,float,71
epsrn,0.026237238,float,71
fluxtol,200000,float,71
hclosexmd,0.063983735,float,71
headtol,0.35,float,71
iacl,1,int,71
ibotav,1,int,71
idroptol,1,int,71
ilumethod,2,int,71
iprnwt,1,int,71
iredsys,0,int,71
level,7,int,71
levfill,5,int,71
linmeth,2,int,71
maxbackiter,50,int,71
maxiterout,100,int,71
maxitinner,50,int,71
momfact,0.1,float,71
msdr,15,int,71
mxiterxmd,20,int,71
norder,0,int,71
north,7,int,71
rrctols,0,float,71
stoptol,1.00E-10,float,71
thickfact,5.97E-06,float,71
backflag,1,int,72
backreduce,0.8,float,72
backtol,1.4,float,72
dbdgamma,0,float,72
dbdkappa,1.00E-05,float,72
dbdtheta,0.816238665,float,72
epsrn,0.027744175,float,72
fluxtol,200000,float,72
hclosexmd,0.010156145,float,72
headtol,0.35,float,72
iacl,1,int,72
ibotav,1,int,72
idroptol,1,int,72
ilumethod,2,int,72
iprnwt,1,int,72
iredsys,0,int,72
level,7,int,72
levfill,5,int,72
linmeth,2,int,72
maxbackiter,50,int,72
maxiterout,100,int,72
maxitinner,50,int,72
momfact,0.1,float,72
msdr,15,int,72
mxiterxmd,20,int,72
norder,0,int,72
north,7,int,72
rrctols,0,float,72
stoptol,1.00E-10,float,72
thickfact,9.38E-06,float,72
backflag,1,int,73
backreduce,0.8,float,73
backtol,1.4,float,73
dbdgamma,0,float,73
dbdkappa,1.00E-05,float,73
dbdtheta,0.805088705,float,73
epsrn,0.019000425,float,73
fluxtol,200000,float,73
hclosexmd,0.036616514,float,73
headtol,0.35,float,73
iacl,1,int,73
ibotav,1,int,73
idroptol,1,int,73
ilumethod,2,int,73
iprnwt,1,int,73
iredsys,0,int,73
level,7,int,73
levfill,5,int,73
linmeth,2,int,73
maxbackiter,50,int,73
maxiterout,100,int,73
maxitinner,50,int,73
momfact,0.1,float,73
msdr,15,int,73
mxiterxmd,20,int,73
norder,0,int,73
north,7,int,73
rrctols,0,float,73
stoptol,1.00E-10,float,73
thickfact,2.56E-06,float,73
backflag,1,int,74
backreduce,0.8,float,74
backtol,1.4,float,74
dbdgamma,0,float,74
dbdkappa,1.00E-05,float,74
dbdtheta,0.923044749,float,74
epsrn,0.032671112,float,74
fluxtol,200000,float,74
hclosexmd,0.0561119,float,74
headtol,0.35,float,74
iacl,1,int,74
ibotav,1,int,74
idroptol,1,int,74
ilumethod,2,int,74
iprnwt,1,int,74
iredsys,0,int,74
level,7,int,74
levfill,5,int,74
linmeth,2,int,74
maxbackiter,50,int,74
maxiterout,100,int,74
maxitinner,50,int,74
momfact,0.1,float,74
msdr,15,int,74
mxiterxmd,20,int,74
norder,0,int,74
north,7,int,74
rrctols,0,float,74
stoptol,1.00E-10,float,74
thickfact,4.55E-06,float,74
backflag,1,int,75
backreduce,0.8,float,75
backtol,1.4,float,75
dbdgamma,0,float,75
dbdkappa,1.00E-05,float,75
dbdtheta,0.757153034,float,75
epsrn,0.031386548,float,75
fluxtol,200000,float,75
hclosexmd,0.004583082,float,75
headtol,0.35,float,75
iacl,1,int,75
ibotav,1,int,75
idroptol,1,int,75
ilumethod,2,int,75
iprnwt,1,int,75
iredsys,0,int,75
level,7,int,75
levfill,5,int,75
linmeth,2,int,75
maxbackiter,50,int,75
maxiterout,100,int,75
maxitinner,50,int,75
